AIRPORT_NAME,STATE,COUNTRY,MONTH_x,AIRPORT_SPIKE,COVID_MONTH,COVID_SPIKE
"San Diego, CA: San Diego International",CALIFORNIA,USA,2020-06,3726,2020-07,801848.0
"San Francisco, CA: San Francisco International",CALIFORNIA,USA,2020-06,41541,2020-07,384229.0
"San Jose, CA: Norman Y. Mineta San Jose International",CALIFORNIA,USA,2020-06,3177,2020-07,692525.0
"Sanford, FL: Orlando Sanford International",FLORIDA,USA,2020-06,0,2020-07,321358.0
"Sarasota/Bradenton, FL: Sarasota/Bradenton International",FLORIDA,USA,2020-06,0,2020-07,312863.0
"Savannah, GA: Savannah/Hilton Head International",GEORGIA,USA,2020-06,0,2020-07,322813.0
"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",NEBRASKA,USA,2020-06,0,2020-07,31164.0
"Seattle, WA: Lake Union Terminal",WASHINGTON,USA,2020-06,0,2020-07,536466.0
"Shreveport, LA: Shreveport Regional",LOUISIANA,USA,2020-06,0,2020-07,36546.0
"Sioux Falls, SD: Joe Foss Field",SOUTH DAKOTA,USA,2020-06,0,2020-07,406844.0
"South Bend, IN: South Bend International",INDIANA,USA,2020-06,0,2020-07,395035.0
"Spokane, WA: Spokane International",WASHINGTON,USA,2020-06,0,2020-07,128094.0
"St. Louis, MO: St Louis Lambert International",MISSOURI,USA,2020-06,0,2020-07,530045.0
"St. Petersburg, FL: St Pete Clearwater International",FLORIDA,USA,2020-06,0,2020-07,374260.0
"Syracuse, NY: Syracuse Hancock International",NEW YORK,USA,2020-06,0,2020-07,251857.0
"Tallahassee, FL: Tallahassee International",FLORIDA,USA,2020-06,0,2020-07,428368.0
"Tampa, FL: Tampa International",FLORIDA,USA,2020-06,0,2020-07,845045.0
"Toledo, OH: Eugene F Kranz Toledo Express",OHIO,USA,2020-06,0,2020-07,187967.0
"Tucson, AZ: Tucson International",ARIZONA,USA,2020-06,0,2020-07,514113.0
"Tullahoma, TN: Arnold AFB",TENNESSEE,USA,2020-06,0,2020-07,76272.0
"Tulsa, OK: Tulsa International",OKLAHOMA,USA,2020-06,0,2020-07,334417.0
"Twin Falls, ID: Joslin Field - Magic Valley Regional",IDAHO,USA,2020-06,0,2020-07,86198.0
"Waco, TX: Waco Regional",TEXAS,USA,2020-06,0,2020-07,105667.0
"Washington, DC: Ronald Reagan Washington National",DISTRICT OF COLUMBIA,USA,2020-06,0,2020-07,1430518.0
"West Palm Beach/Palm Beach, FL: Palm Beach International",FLORIDA,USA,2020-06,0,2020-07,987524.0
"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",TEXAS,USA,2020-06,0,2020-07,60890.0
"Wichita, KS: Wichita Dwight D Eisenhower National",KANSAS,USA,2020-06,0,2020-07,133409.0
"Wilmington, NC: Wilmington International",NORTH CAROLINA,USA,2020-06,0,2020-07,196023.0
"Yakima, WA: Yakima Air Terminal/McAllister Field",WASHINGTON,USA,2020-06,0,2020-07,297800.0
"Yuma, AZ: Yuma MCAS/Yuma International",ARIZONA,USA,2020-06,7,2020-07,578862.0
"Abilene, TX: Abilene Regional",TEXAS,USA,2020-07,0,2020-08,65369.0
"Akron, OH: Akron-Canton Regional",OHIO,USA,2020-07,0,2020-08,459076.0
"Albany, NY: Albany International",NEW YORK,USA,2020-07,15,2020-08,493518.0
"Albuquerque, NM: Albuquerque International Sunport",NEW MEXICO,USA,2020-07,0,2020-08,396824.0
"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",PENNSYLVANIA,USA,2020-07,0,2020-08,719636.0
"Amarillo, TX: Rick Husband Amarillo International",TEXAS,USA,2020-07,0,2020-08,356355.0
"Atlanta, GA: Hartsfield-Jackson Atlanta International",GEORGIA,USA,2020-07,89664,2020-08,1360924.0
"Atlantic City, NJ: Atlantic City International",NEW JERSEY,USA,2020-07,0,2020-08,137146.0
"Augusta, GA: Augusta Regional at Bush Field",GEORGIA,USA,2020-07,0,2020-08,525928.0
"Austin, TX: Austin - Bergstrom International",TEXAS,USA,2020-07,2303,2020-08,1230630.0
"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",MARYLAND,USA,2020-07,12522,2020-08,936752.0
"Bangor, ME: Bangor International",MAINE,USA,2020-07,0,2020-08,8952.0
"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",LOUISIANA,USA,2020-07,0,2020-08,14815.0
"Bellingham, WA: Bellingham International",WASHINGTON,USA,2020-07,0,2020-08,60124.0
"Bend/Redmond, OR: Roberts Field",OREGON,USA,2020-07,0,2020-08,61182.0
"Billings, MT: Billings Logan International",MONTANA,USA,2020-07,0,2020-08,74833.0
"Birmingham, AL: Birmingham-Shuttlesworth International",ALABAMA,USA,2020-07,0,2020-08,491352.0
"Bismarck/Mandan, ND: Bismarck Municipal",NORTH DAKOTA,USA,2020-07,0,2020-08,64927.0
"Boise, ID: Boise Air Terminal",IDAHO,USA,2020-07,0,2020-08,557999.0
"Boston, MA: Logan International",MASSACHUSETTS,USA,2020-07,43769,2020-08,1806826.0
"Bozeman, MT: Bozeman Yellowstone International",MONTANA,USA,2020-07,0,2020-08,39358.0
"Bristol/Johnson City/Kingsport, TN: Tri Cities",TENNESSEE,USA,2020-07,0,2020-08,345055.0
"Brownsville, TX: Brownsville South Padre Island International",TEXAS,USA,2020-07,0,2020-08,544539.0
"Buffalo, NY: Buffalo Niagara International",NEW YORK,USA,2020-07,0,2020-08,290676.0
"Burbank, CA: Bob Hope",CALIFORNIA,USA,2020-07,0,2020-08,867227.0
"Burlington, VT: Burlington International",VERMONT,USA,2020-07,0,2020-08,39687.0
"Camp Springs, MD: Joint Base Andrews",MARYLAND,USA,2020-07,0,2020-08,989331.0
"Casper, WY: Casper/Natrona County International",WYOMING,USA,2020-07,0,2020-08,21198.0
"Cedar Rapids/Iowa City, IA: The Eastern Iowa",IOWA,USA,2020-07,0,2020-08,273543.0
"Charleston, SC: Charleston AFB/International",SOUTH CAROLINA,USA,2020-07,0,2020-08,658909.0
"Charlotte, NC: Charlotte Douglas International",NORTH CAROLINA,USA,2020-07,38615,2020-08,2266777.0
"Chattanooga, TN: Lovell Field",TENNESSEE,USA,2020-07,35,2020-08,460652.0
"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",WYOMING,USA,2020-07,0,2020-08,68008.0
"Chicago, IL: Chicago Midway International",ILLINOIS,USA,2020-07,13238,2020-08,5097876.0
"Cincinnati, OH: Cincinnati/Northern Kentucky International",OHIO,USA,2020-07,0,2020-08,463045.0
"Cleveland, OH: Cleveland-Hopkins International",OHIO,USA,2020-07,99,2020-08,564213.0
"College Station/Bryan, TX: Easterwood Field",TEXAS,USA,2020-07,0,2020-08,442207.0
"Colorado Springs, CO: City of Colorado Springs Municipal",COLORADO,USA,2020-07,0,2020-08,15736.0
"Columbia, SC: Columbia Metropolitan",SOUTH CAROLINA,USA,2020-07,297,2020-08,686980.0
"Columbus, GA: Columbus Airport",GEORGIA,USA,2020-07,0,2020-08,764170.0
"Columbus, OH: John Glenn Columbus International",OHIO,USA,2020-07,0,2020-08,821636.0
"Corpus Christi, TX: Corpus Christi International",TEXAS,USA,2020-07,0,2020-08,652105.0
"Dallas/Fort Worth, TX: Dallas/Fort Worth International",TEXAS,USA,2020-07,185885,2020-08,3955074.0
"Dayton, OH: James M Cox/Dayton International",OHIO,USA,2020-07,0,2020-08,374413.0
"Daytona Beach, FL: Daytona Beach International",FLORIDA,USA,2020-07,0,2020-08,35368.0
"Denver, CO: Denver International",COLORADO,USA,2020-07,15445,2020-08,779378.0
"Des Moines, IA: Des Moines International",IOWA,USA,2020-07,0,2020-08,537466.0
"Detroit, MI: Detroit Metro Wayne County",MICHIGAN,USA,2020-07,23655,2020-08,1929833.0
"Duluth, MN: Duluth International",MINNESOTA,USA,2020-07,0,2020-08,38002.0
"El Paso, TX: El Paso International",TEXAS,USA,2020-07,0,2020-08,588598.0
"Erie, PA: Erie International/Tom Ridge Field",PENNSYLVANIA,USA,2020-07,0,2020-08,30789.0
"Everett, WA: Snohomish County",WASHINGTON,USA,2020-07,0,2020-08,189106.0
"Fargo, ND: Hector International",NORTH DAKOTA,USA,2020-07,0,2020-08,162266.0
"Flint, MI: Bishop International",MICHIGAN,USA,2020-07,0,2020-08,326126.0
"Fort Lauderdale, FL: Fort Lauderdale Executive",FLORIDA,USA,2020-07,1091,2020-08,2027982.0
"Fort Myers, FL: Southwest Florida International",FLORIDA,USA,2020-07,0,2020-08,1003366.0
"Fort Smith, AR: Fort Smith Regional",ARKANSAS,USA,2020-07,0,2020-08,446968.0
"Fresno, CA: Fresno Yosemite International",CALIFORNIA,USA,2020-07,12399,2020-08,1606104.0
"Gary, IN: Gary/Chicago International",INDIANA,USA,2020-07,0,2020-08,153898.0
"Grand Forks, ND: Grand Forks International",NORTH DAKOTA,USA,2020-07,0,2020-08,43866.0
"Grand Junction, CO: Grand Junction Regional",COLORADO,USA,2020-07,0,2020-08,44562.0
"Grand Rapids, MI: Gerald R. Ford International",MICHIGAN,USA,2020-07,0,2020-08,396990.0
"Great Falls, MT: Great Falls International",MONTANA,USA,2020-07,0,2020-08,15717.0
"Green Bay, WI: Green Bay Austin Straubel International",WISCONSIN,USA,2020-07,0,2020-08,391255.0
"Harlingen/San Benito, TX: Valley International",TEXAS,USA,2020-07,0,2020-08,23136.0
"Harrisburg, PA: Harrisburg International",PENNSYLVANIA,USA,2020-07,0,2020-08,593797.0
"Hayden, CO: Yampa Valley",COLORADO,USA,2020-07,0,2020-08,58224.0
"Hays, KS: Hays Regional",KANSAS,USA,2020-07,0,2020-08,141215.0
"Houston, TX: George Bush Intercontinental/Houston",TEXAS,USA,2020-07,109648,2020-08,4049057.0
"Huntsville, AL: Huntsville International-Carl T Jones Field",ALABAMA,USA,2020-07,0,2020-08,582952.0
"Idaho Falls, ID: Idaho Falls Regional",IDAHO,USA,2020-07,0,2020-08,81842.0
"Indianapolis, IN: Indianapolis International",INDIANA,USA,2020-07,0,2020-08,723403.0
"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",MISSISSIPPI,USA,2020-07,0,2020-08,728835.0
"Jacksonville, FL: Jacksonville International",FLORIDA,USA,2020-07,0,2020-08,1123062.0
"Kalamazoo, MI: Kalamazoo/Battle Creek International",MICHIGAN,USA,2020-07,0,2020-08,107596.0
"Kalispell, MT: Glacier Park International",MONTANA,USA,2020-07,0,2020-08,29972.0
"Kanab, UT: Kanab Municipal",UTAH,USA,2020-07,0,2020-08,18084.0
"Kansas City, MO: Kansas City International",MISSOURI,USA,2020-07,0,2020-08,1045145.0
"Killeen, TX: Robert Gray AAF",TEXAS,USA,2020-07,0,2020-08,157908.0
"Knoxville, TN: McGhee Tyson",TENNESSEE,USA,2020-07,0,2020-08,512907.0
"Lafayette, IN: Purdue University",INDIANA,USA,2020-07,0,2020-08,178263.0
"Lake Charles, LA: Lake Charles Regional",LOUISIANA,USA,2020-07,0,2020-08,4504.0
"Laredo, TX: Laredo International",TEXAS,USA,2020-07,0,2020-08,389010.0
"Las Vegas, NV: Harry Reid International",NEVADA,USA,2020-07,5616,2020-08,1628160.0
"Lexington, KY: Blue Grass",KENTUCKY,USA,2020-07,0,2020-08,187380.0
"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",ARKANSAS,USA,2020-07,0,2020-08,561174.0
"Longview, TX: East Texas Regional",TEXAS,USA,2020-07,0,2020-08,383725.0
"Los Angeles, CA: Los Angeles International",CALIFORNIA,USA,2020-07,191436,2020-08,7587207.0
"Louisville, KY: Louisville Muhammad Ali International",KENTUCKY,USA,2020-07,0,2020-08,619747.0
"Lubbock, TX: Lubbock Preston Smith International",TEXAS,USA,2020-07,0,2020-08,304034.0
"Madison, WI: Dane County Regional-Truax Field",WISCONSIN,USA,2020-07,0,2020-08,243533.0
"Manchester, NH: Manchester Boston Regional",NEW HAMPSHIRE,USA,2020-07,0,2020-08,92036.0
"Marietta, GA: Dobbins ARB",GEORGIA,USA,2020-07,0,2020-08,1711269.0
"Melbourne, FL: Melbourne Orlando International",FLORIDA,USA,2020-07,0,2020-08,281014.0
"Memphis, TN: Memphis International",TENNESSEE,USA,2020-07,0,2020-08,1607245.0
"Miami, FL: Miami International",FLORIDA,USA,2020-07,148850,2020-08,4403987.0
"Midland/Odessa, TX: Midland International Air and Space Port",TEXAS,USA,2020-07,0,2020-08,245946.0
"Milwaukee, WI: General Mitchell International",WISCONSIN,USA,2020-07,0,2020-08,1188628.0
"Minneapolis, MN: Minneapolis-St Paul International",MINNESOTA,USA,2020-07,1980,2020-08,1500896.0
"Minot, ND: Minot International",NORTH DAKOTA,USA,2020-07,0,2020-08,31269.0
"Mission/McAllen/Edinburg, TX: McAllen Miller International",TEXAS,USA,2020-07,0,2020-08,756298.0
"Mobile, AL: Mobile Regional",ALABAMA,USA,2020-07,0,2020-08,542151.0
"Moline, IL: Quad Cities International",ILLINOIS,USA,2020-07,0,2020-08,200563.0
"Montgomery, AL: Montgomery Regional",ALABAMA,USA,2020-07,0,2020-08,990490.0
"Myrtle Beach, SC: Myrtle Beach International",SOUTH CAROLINA,USA,2020-07,0,2020-08,593431.0
"Nashville, TN: Nashville International",TENNESSEE,USA,2020-07,0,2020-08,1470392.0
"New Orleans, LA: Louis Armstrong New Orleans International",LOUISIANA,USA,2020-07,100,2020-08,120402.0
"New York, NY: John F. Kennedy International",NEW YORK,USA,2020-07,292480,2020-08,10792508.0
"Newark, NJ: Newark Liberty International",NEW JERSEY,USA,2020-07,116090,2020-08,3831577.0
"Niagara Falls, NY: Niagara Falls International",NEW YORK,USA,2020-07,0,2020-08,47482.0
"Norfolk, VA: Norfolk International",VIRGINIA,USA,2020-07,309,2020-08,175940.0
"North Platte, NE: North Platte Regional Airport Lee Bird Field",NEBRASKA,USA,2020-07,0,2020-08,57672.0
"Oakland, CA: Metro Oakland International",CALIFORNIA,USA,2020-07,17048,2020-08,1110578.0
"Oklahoma City, OK: Will Rogers World",OKLAHOMA,USA,2020-07,0,2020-08,630280.0
"Omaha, NE: Eppley Airfield",NEBRASKA,USA,2020-07,0,2020-08,604703.0
"Ontario, CA: Ontario International",CALIFORNIA,USA,2020-07,3470,2020-08,2966314.0
"Orlando, FL: Orlando International",FLORIDA,USA,2020-07,11285,2020-08,1338533.0
"Palm Springs, CA: Palm Springs International",CALIFORNIA,USA,2020-07,0,2020-08,103308.0
"Pasco/Kennewick/Richland, WA: Tri Cities",WASHINGTON,USA,2020-07,0,2020-08,224886.0
"Pensacola, FL: Pensacola International",FLORIDA,USA,2020-07,0,2020-08,574497.0
"Peoria, IL: General Downing - Peoria International",ILLINOIS,USA,2020-07,0,2020-08,303780.0
"Philadelphia, PA: Philadelphia International",PENNSYLVANIA,USA,2020-07,10034,2020-08,2348805.0
"Phoenix, AZ: Phoenix Sky Harbor International",ARIZONA,USA,2020-07,28038,2020-08,4698238.0
"Pittsburgh, PA: Pittsburgh International",PENNSYLVANIA,USA,2020-07,171,2020-08,961772.0
"Portland, ME: Portland International Jetport",MAINE,USA,2020-07,0,2020-08,26826.0
"Portland, OR: Portland International",OREGON,USA,2020-07,5882,2020-08,264649.0
"Providence, RI: Rhode Island Tf Green International",RHODE ISLAND,USA,2020-07,0,2020-08,2018370.0
"Provo, UT: Provo Municipal",UTAH,USA,2020-07,0,2020-08,326316.0
"Pueblo, CO: Pueblo Memorial",COLORADO,USA,2020-07,0,2020-08,49328.0
"Raleigh/Durham, NC: Raleigh-Durham International",NORTH CAROLINA,USA,2020-07,154,2020-08,1759341.0
"Rapid City, SD: Rapid City Regional",SOUTH DAKOTA,USA,2020-07,0,2020-08,48885.0
"Reno, NV: Reno/Tahoe International",NEVADA,USA,2020-07,0,2020-08,236149.0
"Richmond, VA: Richmond International",VIRGINIA,USA,2020-07,0,2020-08,515940.0
"Rochester, MN: Rochester International",MINNESOTA,USA,2020-07,0,2020-08,295182.0
"Rochester, NY: Frederick Douglass Grtr Rochester International",NEW YORK,USA,2020-07,0,2020-08,184803.0
"Rockford, IL: Chicago/Rockford International",ILLINOIS,USA,2020-07,0,2020-08,349809.0
"Sacramento, CA: Sacramento International",CALIFORNIA,USA,2020-07,14179,2020-08,1416361.0
"Salt Lake City, UT: Salt Lake City International",UTAH,USA,2020-07,9453,2020-08,970122.0
"San Angelo, TX: San Angelo Regional/Mathis Field",TEXAS,USA,2020-07,0,2020-08,72179.0
"San Antonio, TX: San Antonio International",TEXAS,USA,2020-07,8120,2020-08,1408363.0
"San Diego, CA: San Diego International",CALIFORNIA,USA,2020-07,7054,2020-08,1127098.0
"San Francisco, CA: San Francisco International",CALIFORNIA,USA,2020-07,67939,2020-08,589218.0
"San Jose, CA: Norman Y. Mineta San Jose International",CALIFORNIA,USA,2020-07,14581,2020-08,1217424.0
"Sanford, FL: Orlando Sanford International",FLORIDA,USA,2020-07,0,2020-08,557576.0
"Sarasota/Bradenton, FL: Sarasota/Bradenton International",FLORIDA,USA,2020-07,0,2020-08,535004.0
"Savannah, GA: Savannah/Hilton Head International",GEORGIA,USA,2020-07,0,2020-08,630966.0
"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",NEBRASKA,USA,2020-07,0,2020-08,36322.0
"Seattle, WA: Lake Union Terminal",WASHINGTON,USA,2020-07,0,2020-08,804105.0
"Shreveport, LA: Shreveport Regional",LOUISIANA,USA,2020-07,0,2020-08,62302.0
"Sioux Falls, SD: Joe Foss Field",SOUTH DAKOTA,USA,2020-07,0,2020-08,481776.0
"South Bend, IN: South Bend International",INDIANA,USA,2020-07,0,2020-08,567315.0
"Spokane, WA: Spokane International",WASHINGTON,USA,2020-07,0,2020-08,271468.0
"St. Louis, MO: St Louis Lambert International",MISSOURI,USA,2020-07,174,2020-08,954673.0
"St. Petersburg, FL: St Pete Clearwater International",FLORIDA,USA,2020-07,0,2020-08,574879.0
"Syracuse, NY: Syracuse Hancock International",NEW YORK,USA,2020-07,0,2020-08,298067.0
"Tallahassee, FL: Tallahassee International",FLORIDA,USA,2020-07,0,2020-08,829160.0
"Tampa, FL: Tampa International",FLORIDA,USA,2020-07,149,2020-08,1402067.0
"Toledo, OH: Eugene F Kranz Toledo Express",OHIO,USA,2020-07,0,2020-08,320802.0
"Tucson, AZ: Tucson International",ARIZONA,USA,2020-07,0,2020-08,768524.0
"Tullahoma, TN: Arnold AFB",TENNESSEE,USA,2020-07,305,2020-08,153582.0
"Tulsa, OK: Tulsa International",OKLAHOMA,USA,2020-07,0,2020-08,636329.0
"Twin Falls, ID: Joslin Field - Magic Valley Regional",IDAHO,USA,2020-07,0,2020-08,137682.0
"Waco, TX: Waco Regional",TEXAS,USA,2020-07,137,2020-08,206307.0
"Washington, DC: Ronald Reagan Washington National",DISTRICT OF COLUMBIA,USA,2020-07,903,2020-08,1699729.0
"West Palm Beach/Palm Beach, FL: Palm Beach International",FLORIDA,USA,2020-07,0,2020-08,1602103.0
"Wichita Falls, TX: Sheppard AFB/Wichita Falls Municipal",TEXAS,USA,2020-07,0,2020-08,114170.0
"Wichita, KS: Wichita Dwight D Eisenhower National",KANSAS,USA,2020-07,0,2020-08,272926.0
"Wilmington, NC: Wilmington International",NORTH CAROLINA,USA,2020-07,105,2020-08,303356.0
"Yakima, WA: Yakima Air Terminal/McAllister Field",WASHINGTON,USA,2020-07,0,2020-08,389688.0
"Yuma, AZ: Yuma MCAS/Yuma International",ARIZONA,USA,2020-07,0,2020-08,718237.0
"Abilene, TX: Abilene Regional",TEXAS,USA,2020-08,0,2020-09,80015.0
"Akron, OH: Akron-Canton Regional",OHIO,USA,2020-08,0,2020-09,541709.0
"Albany, NY: Albany International",NEW YORK,USA,2020-08,0,2020-09,531538.0
"Albuquerque, NM: Albuquerque International Sunport",NEW MEXICO,USA,2020-08,0,2020-09,431736.0
"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",PENNSYLVANIA,USA,2020-08,0,2020-09,787186.0
"Amarillo, TX: Rick Husband Amarillo International",TEXAS,USA,2020-08,0,2020-09,422719.0
"Atlanta, GA: Hartsfield-Jackson Atlanta International",GEORGIA,USA,2020-08,116016,2020-09,1692216.0
"Atlantic City, NJ: Atlantic City International",NEW JERSEY,USA,2020-08,0,2020-09,146864.0
"Augusta, GA: Augusta Regional at Bush Field",GEORGIA,USA,2020-08,0,2020-09,723224.0
"Austin, TX: Austin - Bergstrom International",TEXAS,USA,2020-08,742,2020-09,1385477.0
"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",MARYLAND,USA,2020-08,13412,2020-09,1108393.0
"Bangor, ME: Bangor International",MAINE,USA,2020-08,0,2020-09,11089.0
"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",LOUISIANA,USA,2020-08,0,2020-09,17946.0
"Bellingham, WA: Bellingham International",WASHINGTON,USA,2020-08,0,2020-09,68783.0
"Bend/Redmond, OR: Roberts Field",OREGON,USA,2020-08,0,2020-09,78714.0
"Billings, MT: Billings Logan International",MONTANA,USA,2020-08,0,2020-09,133797.0
"Birmingham, AL: Birmingham-Shuttlesworth International",ALABAMA,USA,2020-08,92,2020-09,685216.0
"Bismarck/Mandan, ND: Bismarck Municipal",NORTH DAKOTA,USA,2020-08,0,2020-09,129764.0
"Boise, ID: Boise Air Terminal",IDAHO,USA,2020-08,0,2020-09,688622.0
"Boston, MA: Logan International",MASSACHUSETTS,USA,2020-08,60425,2020-09,1895875.0
"Bozeman, MT: Bozeman Yellowstone International",MONTANA,USA,2020-08,0,2020-09,52401.0
"Bristol/Johnson City/Kingsport, TN: Tri Cities",TENNESSEE,USA,2020-08,0,2020-09,495012.0
"Brownsville, TX: Brownsville South Padre Island International",TEXAS,USA,2020-08,0,2020-09,662961.0
"Buffalo, NY: Buffalo Niagara International",NEW YORK,USA,2020-08,0,2020-09,331099.0
"Burbank, CA: Bob Hope",CALIFORNIA,USA,2020-08,0,2020-09,936154.0
"Burlington, VT: Burlington International",VERMONT,USA,2020-08,0,2020-09,43037.0
"Camp Springs, MD: Joint Base Andrews",MARYLAND,USA,2020-08,0,2020-09,1112566.0
"Casper, WY: Casper/Natrona County International",WYOMING,USA,2020-08,0,2020-09,32515.0
"Cedar Rapids/Iowa City, IA: The Eastern Iowa",IOWA,USA,2020-08,0,2020-09,364900.0
"Charleston, SC: Charleston AFB/International",SOUTH CAROLINA,USA,2020-08,0,2020-09,755419.0
"Charlotte, NC: Charlotte Douglas International",NORTH CAROLINA,USA,2020-08,42596,2020-09,2747499.0
"Chattanooga, TN: Lovell Field",TENNESSEE,USA,2020-08,0,2020-09,578014.0
"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",WYOMING,USA,2020-08,0,2020-09,86917.0
"Chicago, IL: Chicago Midway International",ILLINOIS,USA,2020-08,20622,2020-09,5888000.0
"Cincinnati, OH: Cincinnati/Northern Kentucky International",OHIO,USA,2020-08,0,2020-09,565576.0
"Cleveland, OH: Cleveland-Hopkins International",OHIO,USA,2020-08,0,2020-09,651592.0
"College Station/Bryan, TX: Easterwood Field",TEXAS,USA,2020-08,0,2020-09,527006.0
"Colorado Springs, CO: City of Colorado Springs Municipal",COLORADO,USA,2020-08,0,2020-09,17070.0
"Columbia, SC: Columbia Metropolitan",SOUTH CAROLINA,USA,2020-08,98,2020-09,889568.0
"Columbus, GA: Columbus Airport",GEORGIA,USA,2020-08,0,2020-09,922364.0
"Columbus, OH: John Glenn Columbus International",OHIO,USA,2020-08,0,2020-09,1025421.0
